id,reason,timestamp,postal_code
84871,3,2020-02-29 03:34:55,7104
31040,3,2020-03-16 02:30:12,6037
51661,8,2020-03-15 00:43:51,6016
74783,6,2020-03-15 10:37:10,6025
23565,7,2020-03-17 01:00:30,6055
36525,1,2020-03-21 03:11:32,6050
51625,7,2020-03-20 00:43:03,6056
12200,6,2020-03-05 04:19:09,6016
73341,7,2020-03-25 00:33:21,6051
69356,1,2020-02-28 13:25:17,6042
94905,5,2020-03-15 23:36:56,6019
46847,4,2020-03-24 07:11:42,6037
63236,1,2020-03-09 14:02:21,6057
4258,4,2020-03-04 04:48:06,6025
18435,6,2020-02-27 17:52:06,6052
97869,1,2020-03-18 00:52:03,7103
32519,4,2020-03-13 13:44:22,6016
57268,5,2020-03-01 17:47:24,6045
75011,7,2020-03-03 16:51:18,7100
36413,2,2020-03-06 00:36:53,6027
54935,5,2020-02-29 17:15:07,6052
27184,7,2020-03-14 17:47:05,7100
3676,5,2020-03-04 01:56:21,6021
94727,7,2020-03-08 00:01:29,6036
73463,7,2020-02-28 19:38:31,6030
28691,1,2020-03-20 04:23:10,6035
67966,5,2020-03-27 07:21:16,6040
46115,7,2020-03-01 08:33:30,6031
19446,6,2020-03-19 20:34:59,6046
21667,8,2020-03-04 18:55:37,6043
55808,1,2020-03-19 02:11:36,6057
36127,5,2020-03-18 11:08:31,6050
75950,3,2020-03-03 22:23:14,6058
83068,2,2020-03-06 04:50:51,6047
7561,5,2020-03-21 08:55:43,6046
54764,3,2020-03-01 01:31:46,6021
8952,5,2020-02-29 11:17:22,6042
78660,4,2020-03-17 21:56:09,6036
16280,8,2020-02-28 14:17:45,6037
82477,8,2020-03-03 02:05:32,6045
37397,8,2020-03-04 00:56:07,6026
70612,3,2020-03-17 03:00:40,7105
67547,3,2020-03-26 13:22:42,6041
32531,8,2020-03-27 11:11:47,6051
75346,2,2020-03-26 13:51:26,6056
57485,6,2020-02-27 08:25:49,7103
20923,1,2020-03-13 00:04:49,6025
42897,3,2020-03-20 17:04:02,6047
5395,5,2020-03-01 09:54:27,6055
81604,2,2020-03-06 09:02:58,6023
65891,8,2020-02-28 19:22:06,6046
78471,4,2020-02-28 21:23:54,6026
67192,1,2020-03-27 13:07:05,6047
48099,8,2020-03-27 03:41:05,6015
76875,1,2020-03-03 06:47:18,6043
60679,3,2020-03-06 10:33:09,7104
15838,6,2020-03-14 19:34:32,6053
8987,8,2020-03-09 20:46:08,6027
8989,2,2020-03-12 18:36:39,6056
75974,2,2020-03-17 01:12:35,6026
60956,8,2020-03-02 03:52:42,6010
97444,6,2020-03-11 13:22:18,6022
52861,4,2020-03-02 09:59:32,6042
11123,4,2020-03-22 09:26:53,6028
56276,5,2020-03-23 05:03:38,6052
63679,7,2020-03-16 01:04:39,6050
65733,8,2020-02-27 13:53:00,6019
20060,7,2020-03-09 07:41:10,6050
80959,3,2020-03-08 04:58:10,6045
71471,5,2020-03-06 20:57:23,6035
27638,8,2020-03-18 12:35:04,6050
36605,2,2020-03-20 17:41:34,6012
81379,1,2020-03-26 09:56:16,6045
33056,8,2020-03-03 22:29:37,6047
6231,3,2020-03-20 12:12:29,6040
20654,2,2020-03-03 07:33:03,6045
25791,7,2020-03-07 13:01:05,6028
